uid,rq_index,rq_text,must_read_1,must_read_2,supplementary_1,evidence_confidence,selection_rule
U3,5,glymphatic/meningeal lymphatic 系を含むとき、予測精度と説明可能性はどの程度改善するか。,https://www.nature.com/articles/s41586-023-06808-9,https://pubmed.ncbi.nlm.nih.gov/39902809/,https://pubmed.ncbi.nlm.nih.gov/38762094/,中 (構造データは高、機能接続は未統一),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U3,6,免疫監視（髄膜免疫・炎症性シグナル）を除外したモデルは、どの時点で長期予測が破綻するか。,https://www.nature.com/articles/s41586-023-06808-9,https://pubmed.ncbi.nlm.nih.gov/39902809/,https://pubmed.ncbi.nlm.nih.gov/38762094/,中 (構造データは高、機能接続は未統一),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U4,1,観測データ由来の相関を因果グラフへ持ち上げる識別条件は何か。,https://doi.org/10.1038/s41583-024-00881-3,https://doi.org/10.1016/j.neuroimage.2024.120684,https://doi.org/10.1109/TNSRE.2021.3123964,中 (方法論あり、介入標準不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U4,2,介入実験（刺激・抑制・入力撹乱）で検証可能な最小因果主張は何か。,https://doi.org/10.1038/s41583-024-00881-3,https://doi.org/10.1016/j.neuroimage.2024.120684,https://doi.org/10.1109/TNSRE.2021.3123964,中 (方法論あり、介入標準不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U4,3,active inferenceやDCMの理論予測を、反事実評価にどう接続するか。,https://doi.org/10.1038/s41583-024-00881-3,https://doi.org/10.1016/j.neuroimage.2024.120684,https://doi.org/10.1109/TNSRE.2021.3123964,中 (方法論あり、介入標準不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U4,4,同値判定の失敗条件（falsification）をどの水準で宣言するか。,https://doi.org/10.1038/s41583-024-00881-3,https://doi.org/10.1016/j.neuroimage.2024.120684,https://doi.org/10.1109/TNSRE.2021.3123964,中 (方法論あり、介入標準不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U7,1,BIDS拡張で同期・QC・刺激ログをどこまで必須化するか。,https://bids-specification.readthedocs.io/en/stable/,https://doi.org/10.3389/fnrgo.2024.1411305,https://doi.org/10.1162/imag.a.136,中〜高 (標準化進展、閾値設計不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U7,2,LSL等の時刻同期誤差を検証可能な指標に落とせるか。,https://bids-specification.readthedocs.io/en/stable/,https://doi.org/10.3389/fnrgo.2024.1411305,https://doi.org/10.1162/imag.a.136,中〜高 (標準化進展、閾値設計不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U7,3,"アーチファクト除去（ASR, ZapLine等）の設定差が結果へ与える影響をどう監査するか。",https://bids-specification.readthedocs.io/en/stable/,https://doi.org/10.3389/fnrgo.2024.1411305,https://doi.org/10.1162/imag.a.136,中〜高 (標準化進展、閾値設計不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U7,4,モダリティ間アライメント失敗時の再計測/除外基準をどう固定するか。,https://bids-specification.readthedocs.io/en/stable/,https://doi.org/10.3389/fnrgo.2024.1411305,https://doi.org/10.1162/imag.a.136,中〜高 (標準化進展、閾値設計不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U7,5,前処理差分をCIで自動比較する場合、どの再現率低下をリリースブロック閾値にするか。,https://bids-specification.readthedocs.io/en/stable/,https://doi.org/10.3389/fnrgo.2024.1411305,https://doi.org/10.1162/imag.a.136,中〜高 (標準化進展、閾値設計不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U7,6,モダリティ欠損（EEG欠損・fMRI欠損）条件でも同等結論を保てる最小観測セットは何か。,https://bids-specification.readthedocs.io/en/stable/,https://doi.org/10.3389/fnrgo.2024.1411305,https://doi.org/10.1162/imag.a.136,中〜高 (標準化進展、閾値設計不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U8,1,閉ループBCIの遅延許容域を制御理論的にどう同定するか。,https://doi.org/10.1038/s41591-024-03196-z,https://doi.org/10.1038/s41531-025-01124-7,https://doi.org/10.1093/brain/awad429,中〜高 (臨床進展、長期一般化不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U8,2,オンライン較正と概念ドリフト対策をどう組み込むか。,https://doi.org/10.1038/s41591-024-03196-z,https://doi.org/10.1038/s41531-025-01124-7,https://doi.org/10.1093/brain/awad429,中〜高 (臨床進展、長期一般化不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U8,3,個体差と日内変動をまたぐ安定性をどの指標で評価するか。,https://doi.org/10.1038/s41591-024-03196-z,https://doi.org/10.1038/s41531-025-01124-7,https://doi.org/10.1093/brain/awad429,中〜高 (臨床進展、長期一般化不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U8,4,異常検知とフェイルセーフを評価契約へどう組み込むか。,https://doi.org/10.1038/s41591-024-03196-z,https://doi.org/10.1038/s41531-025-01124-7,https://doi.org/10.1093/brain/awad429,中〜高 (臨床進展、長期一般化不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U8,5,ヒューマンオーバーライドを導入したとき、誤作動率と回復時間をどうKPI化するか。,https://doi.org/10.1038/s41591-024-03196-z,https://doi.org/10.1038/s41531-025-01124-7,https://doi.org/10.1093/brain/awad429,中〜高 (臨床進展、長期一般化不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U8,6,週〜月スケール運用での再学習頻度を、性能劣化と安全余裕のトレードオフでどう最適化するか。,https://doi.org/10.1038/s41591-024-03196-z,https://doi.org/10.1038/s41531-025-01124-7,https://doi.org/10.1093/brain/awad429,中〜高 (臨床進展、長期一般化不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U10,1,Landauer下限を神経計算でどう適用/解釈するか。,https://doi.org/10.3390/e26090779,https://doi.org/10.1103/PhysRevE.107.024121,https://doi.org/10.1016/j.tics.2024.03.009,中 (理論先行、実測不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U10,2,非平衡熱力学指標と神経情報処理効率の対応をどう定義するか。,https://doi.org/10.3390/e26090779,https://doi.org/10.1103/PhysRevE.107.024121,https://doi.org/10.1016/j.tics.2024.03.009,中 (理論先行、実測不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U10,3,理論式を実データ（神経活動・代謝）へ落とし込む観測設計をどう作るか。,https://doi.org/10.3390/e26090779,https://doi.org/10.1103/PhysRevE.107.024121,https://doi.org/10.1016/j.tics.2024.03.009,中 (理論先行、実測不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U10,4,WBE計算コスト評価に熱力学制約をどう統合するか。,https://doi.org/10.3390/e26090779,https://doi.org/10.1103/PhysRevE.107.024121,https://doi.org/10.1016/j.tics.2024.03.009,中 (理論先行、実測不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U11,1,理論間で比較可能な入出力仕様をどう定義するか。,https://www.nature.com/articles/s41586-025-08888-1,https://doi.org/10.1371/journal.pone.0268577,https://doi.org/10.1093/nc/niad016,中〜高 (比較実験進展、統一判定不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U11,2,PCIやIIT近似計算の計算量制約をどう扱うか。,https://www.nature.com/articles/s41586-025-08888-1,https://doi.org/10.1371/journal.pone.0268577,https://doi.org/10.1093/nc/niad016,中〜高 (比較実験進展、統一判定不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U11,3,理論予測の対立点を単一実験計画へどう落とすか。,https://www.nature.com/articles/s41586-025-08888-1,https://doi.org/10.1371/journal.pone.0268577,https://doi.org/10.1093/nc/niad016,中〜高 (比較実験進展、統一判定不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U11,4,意識指標を臨床/研究で運用する際の失敗条件をどう明示するか。,https://www.nature.com/articles/s41586-025-08888-1,https://doi.org/10.1371/journal.pone.0268577,https://doi.org/10.1093/nc/niad016,中〜高 (比較実験進展、統一判定不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U12,1,分岐後主体の識別子を何に基づいて付与するか。,https://doi.org/10.1016/j.patter.2023.100861,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://book.coe.int/en/texts-of-council-of-europe-treaties/12225-council-of-europe-framework-convention-on-artificial-intelligence-and-human-rights-democracy-and-the-rule-of-law-cets-no-225.html,中 (法制度議論あり、運用規約不足),must=一次情報の中核2件; supplementary=補助1件 (Round 19 U12 regulation alignment)
U12,2,責任・権利・同意の継承ルールをどの時点で分岐させるか。,https://doi.org/10.1016/j.patter.2023.100861,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://book.coe.int/en/texts-of-council-of-europe-treaties/12225-council-of-europe-framework-convention-on-artificial-intelligence-and-human-rights-democracy-and-the-rule-of-law-cets-no-225.html,中 (法制度議論あり、運用規約不足),must=一次情報の中核2件; supplementary=補助1件 (Round 19 U12 regulation alignment)
U12,3,心理的連続性基準と法的個体基準の不一致をどう扱うか。,https://doi.org/10.1016/j.patter.2023.100861,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://book.coe.int/en/texts-of-council-of-europe-treaties/12225-council-of-europe-framework-convention-on-artificial-intelligence-and-human-rights-democracy-and-the-rule-of-law-cets-no-225.html,中 (法制度議論あり、運用規約不足),must=一次情報の中核2件; supplementary=補助1件 (Round 19 U12 regulation alignment)
U12,4,技術評価（性能）と人格評価（帰属）をどう接続するか。,https://doi.org/10.1016/j.patter.2023.100861,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://book.coe.int/en/texts-of-council-of-europe-treaties/12225-council-of-europe-framework-convention-on-artificial-intelligence-and-human-rights-democracy-and-the-rule-of-law-cets-no-225.html,中 (法制度議論あり、運用規約不足),must=一次情報の中核2件; supplementary=補助1件 (Round 19 U12 regulation alignment)
U12,5,分岐主体間で記憶編集・再同期が起きた場合、法的主体IDを再編する基準は何か。,https://doi.org/10.1016/j.patter.2023.100861,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://book.coe.int/en/texts-of-council-of-europe-treaties/12225-council-of-europe-framework-convention-on-artificial-intelligence-and-human-rights-democracy-and-the-rule-of-law-cets-no-225.html,中 (法制度議論あり、運用規約不足),must=一次情報の中核2件; supplementary=補助1件 (Round 19 U12 regulation alignment)
U12,6,同意撤回が発生したとき、複数分岐主体への権限剥奪を技術的にどう実装・監査するか。,https://doi.org/10.1016/j.patter.2023.100861,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://book.coe.int/en/texts-of-council-of-europe-treaties/12225-council-of-europe-framework-convention-on-artificial-intelligence-and-human-rights-democracy-and-the-rule-of-law-cets-no-225.html,中 (法制度議論あり、運用規約不足),must=一次情報の中核2件; supplementary=補助1件 (Round 19 U12 regulation alignment)
U13,1,brain-to-text成功を『意味復元』と『因果再現』へ分解できるか。,https://doi.org/10.3390/e26070556,https://doi.org/10.1609/aaai.v39i27.35124,https://doi.org/10.1609/aaai.v39i17.33998,中 (手法進展、神経デコード統合不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U13,2,LLMの幻覚・整合性検査を神経デコード評価へどう接続するか。,https://doi.org/10.3390/e26070556,https://doi.org/10.1609/aaai.v39i27.35124,https://doi.org/10.1609/aaai.v39i17.33998,中 (手法進展、神経デコード統合不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U13,3,同一出力でも内部機構が異なるケースをどう検出するか。,https://doi.org/10.3390/e26070556,https://doi.org/10.1609/aaai.v39i27.35124,https://doi.org/10.1609/aaai.v39i17.33998,中 (手法進展、神経デコード統合不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U13,4,模倣性能の上限を因果評価でどこまで抑制できるか。,https://doi.org/10.3390/e26070556,https://doi.org/10.1609/aaai.v39i27.35124,https://doi.org/10.1609/aaai.v39i17.33998,中 (手法進展、神経デコード統合不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U13,5,視覚知覚と視覚想起で同一デコーダを使ったとき、意味復元精度の劣化パターンはどこで分岐するか。,https://doi.org/10.3390/e26070556,https://doi.org/10.1609/aaai.v39i27.35124,https://doi.org/10.1609/aaai.v39i17.33998,中 (手法進展、神経デコード統合不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U13,6,プロンプト誘導・データリーク・shortcut学習を分離検出する対照実験をどう設計するか。,https://doi.org/10.3390/e26070556,https://doi.org/10.1609/aaai.v39i27.35124,https://doi.org/10.1609/aaai.v39i17.33998,中 (手法進展、神経デコード統合不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U14,1,データ/コード/評価環境の固定粒度をどこまで要求するか。,https://doi.org/10.1016/j.jneumeth.2023.109931,https://bids-specification.readthedocs.io/en/stable/,https://zenodo.org/records/18201723,中〜高 (標準化進展、失敗公開運用不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U14,2,探索研究と検証研究を運用上どう分離するか。,https://doi.org/10.1016/j.jneumeth.2023.109931,https://bids-specification.readthedocs.io/en/stable/,https://zenodo.org/records/18201723,中〜高 (標準化進展、失敗公開運用不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U14,3,leaderboardでのリーク・過適合・報告バイアスをどう監査するか。,https://doi.org/10.1016/j.jneumeth.2023.109931,https://bids-specification.readthedocs.io/en/stable/,https://zenodo.org/records/18201723,中〜高 (標準化進展、失敗公開運用不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U14,4,Model Card / Dataset Card を評価契約へどう統合するか。,https://doi.org/10.1016/j.jneumeth.2023.109931,https://bids-specification.readthedocs.io/en/stable/,https://zenodo.org/records/18201723,中〜高 (標準化進展、失敗公開運用不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U14,5,再現失敗ケースを否定例レジストリとして公開し、再試行サイクルをどう運用するか。,https://doi.org/10.1016/j.jneumeth.2023.109931,https://bids-specification.readthedocs.io/en/stable/,https://zenodo.org/records/18201723,中〜高 (標準化進展、失敗公開運用不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U14,6,コンテナ固定（OS・依存ライブラリ・乱数種）を必須化した場合、再現コスト増分をどこまで許容するか。,https://doi.org/10.1016/j.jneumeth.2023.109931,https://bids-specification.readthedocs.io/en/stable/,https://zenodo.org/records/18201723,中〜高 (標準化進展、失敗公開運用不足),must=一次情報の中核2件; supplementary=補助1件 (Round 14 replaced preprint)
U15,1,神経データの機微性をどの法概念で扱うか（個人情報・生体情報・人格情報）。,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://doi.org/10.6028/NIST.AI.600-1,https://oecd.ai/ai-principles/,高 (公式規格が明確、適用細則が不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U15,2,neurorightsを技術監査項目へどう写像するか。,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://doi.org/10.6028/NIST.AI.600-1,https://oecd.ai/ai-principles/,高 (公式規格が明確、適用細則が不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U15,3,法域差（EU/US/JP等）を跨ぐ最小共通運用をどう定義するか。,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://doi.org/10.6028/NIST.AI.600-1,https://oecd.ai/ai-principles/,高 (公式規格が明確、適用細則が不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
U15,4,技術進展に応じた停止条件・更新条件をどうガバナンス化するか。,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://doi.org/10.6028/NIST.AI.600-1,https://oecd.ai/ai-principles/,高 (公式規格が明確、適用細則が不足),must=一次情報の中核2件; supplementary=補助1件 (Round 10 v1)
