uid,rq_index,rq_text,focus_note_plain,must_read_1,must_read_2,supplementary_1,metric_candidates,repository_followup,this_round_action,external_dependency_task,evidence_confidence,source_round_doc
U4,3,active inferenceやDCMの理論予測を、反事実評価にどう接続するか。,DCMやactive inferenceは使えますが、反事実評価へ接続する設計を最初に決めないと説明止まりになります。,https://pubmed.ncbi.nlm.nih.gov/38826672/,https://doi.org/10.1109/TNSRE.2021.3123964,,介入効果一致率; 因果辺再現率; 反証率; 反事実一貫性スコア,因果同値の失敗条件チェックリストを verification.md に追記,U4 RQ3に「反事実テスト項目（do介入の期待差）」の欄を追加します。,担当: 解析WG。前提: 反事実課題設計。完了条件: 期待差と実測差の比較結果公開。,中 (方法論あり、介入標準不足),research_deepening_round3_2026-03-01.md#u4
U4,4,同値判定の失敗条件（falsification）をどの水準で宣言するか。,失敗条件（falsification）を宣言しない因果同値は、運用上は検証不能です。,https://doi.org/10.1016/j.neuroimage.2024.120954,https://doi.org/10.1038/s41583-024-00881-3,,介入効果一致率; 因果辺再現率; 反証率,因果同値の失敗条件チェックリストを verification.md に追記,U4 RQ4に「失敗宣言閾値（例: 因果辺再現率下限）」を数値で入れる欄を追加します。,担当: 検証WG。前提: 失敗時対応フロー承認。完了条件: 失敗ケース公開運用開始。,中 (方法論あり、介入標準不足),research_deepening_round3_2026-03-01.md#u4
U8,1,閉ループBCIの遅延許容域を制御理論的にどう同定するか。,遅延許容域は理論だけでなく、実運用のDBSデータで具体化できる段階です。,https://doi.org/10.1038/s41591-024-03196-z,https://doi.org/10.1093/brain/awad429,,安定マージン; 異常検知再現率; フェイルセーフ作動率,閉ループ安全KPI表を verification.md に追加,U8 RQ1に「遅延上限(ms)」と「安定マージン」を必須欄として追加します。,担当: 臨床/安全チーム。前提: 安全審査承認。完了条件: 遅延超過時の安全停止手順の承認。,中〜高 (臨床進展、長期一般化不足),research_deepening_round4_2026-03-01.md#u8
U8,2,オンライン較正と概念ドリフト対策をどう組み込むか。,オンライン較正とドリフト対策は、長期運用報告で実用知見が増えています。,https://doi.org/10.1038/s41531-025-01124-7,https://doi.org/10.1038/s41531-024-00772-5,,安定マージン; 異常検知再現率; フェイルセーフ作動率; ドリフト率; 再学習頻度,閉ループ安全KPI表を verification.md に追加,U8 RQ2に「再較正頻度」「ドリフト検出閾値」を追加します。,担当: 運用チーム。前提: 長期ログ収集基盤。完了条件: 再較正プロトコルv1公開。,中〜高 (臨床進展、長期一般化不足),research_deepening_round4_2026-03-01.md#u8
U8,3,個体差と日内変動をまたぐ安定性をどの指標で評価するか。,個体差・日内変動は大きく、単一セッション性能での評価は不十分です。,https://doi.org/10.1001/jamaneurol.2025.2781,https://doi.org/10.1038/s41582-025-01131-5,,安定マージン; 異常検知再現率; フェイルセーフ作動率,閉ループ安全KPI表を verification.md に追加,U8 RQ3に「日内変動係数」「個体内分散」を追加します。,担当: 解析WG。前提: 連続計測合意。完了条件: 個体差を含む安定性評価公開。,中〜高 (臨床進展、長期一般化不足),research_deepening_round4_2026-03-01.md#u8
U8,4,異常検知とフェイルセーフを評価契約へどう組み込むか。,異常検知とフェイルセーフは、臨床報告を運用契約へ翻訳する作業が残っています。,https://doi.org/10.1080/17434440.2024.2438309,https://doi.org/10.1038/s41551-025-01438-0,,安定マージン; 異常検知再現率; フェイルセーフ作動率,閉ループ安全KPI表を verification.md に追加,U8 RQ4に「異常検知再現率」「フェイルセーフ発動時間」を追加します。,担当: 安全委員会。前提: 失敗時責任分界の整理。完了条件: フェイルセーフ監査手順の承認。,中〜高 (臨床進展、長期一般化不足),research_deepening_round4_2026-03-01.md#u8
U8,5,ヒューマンオーバーライドを導入したとき、誤作動率と回復時間をどうKPI化するか。,ヒューマンオーバーライドのKPIは、誤作動率と回復時間を対で管理するのが実務的です。,https://doi.org/10.1101/2024.08.26.24312580,https://doi.org/10.1038/s41591-024-03196-z,,安定マージン; 異常検知再現率; フェイルセーフ作動率,閉ループ安全KPI表を verification.md に追加,U8 RQ5に「オーバーライド発生率」「回復時間中央値」を追加します。,担当: 臨床運用チーム。前提: 現場運用手順合意。完了条件: KPIの定期報告開始。,中〜高 (臨床進展、長期一般化不足),research_deepening_round4_2026-03-01.md#u8
U8,6,週〜月スケール運用での再学習頻度を、性能劣化と安全余裕のトレードオフでどう最適化するか。,再学習頻度は「性能低下を抑える頻度」と「安全余裕を保つ頻度」の最小公倍数で決める必要があります。,https://doi.org/10.1001/jamaneurol.2025.2781,https://doi.org/10.1038/s41531-025-01124-7,,安定マージン; 異常検知再現率; フェイルセーフ作動率; 再学習間隔最適値; 劣化速度,閉ループ安全KPI表を verification.md に追加,U8 RQ6に「劣化速度」「再学習間隔候補」を追加し、トレードオフ評価欄を作成します。,担当: 解析/安全WG。前提: 長期フォローアップ体制。完了条件: 最適化方針の事前登録。,中〜高 (臨床進展、長期一般化不足),research_deepening_round4_2026-03-01.md#u8
U10,1,Landauer下限を神経計算でどう適用/解釈するか。,Landauer下限は「理論上の最低コスト」で、脳やWBEの実装コストそのものではありません。混同を避ける必要があります。,https://doi.org/10.3390/e26090779,https://arxiv.org/abs/2502.03603,,消費エネルギー/bit; 散逸推定誤差; 熱制約違反率,熱力学KPIの定義表を glossary.md に追加,U10 RQ1に「理論下限」と「実測コスト」を分けて記録する欄を追加します。,担当: 物理実験チーム。前提: 実測系の計測条件統一。完了条件: 下限値と実測値の比較表公開。,中 (理論先行、実測不足),research_deepening_round5_2026-03-01.md#u10
U10,2,非平衡熱力学指標と神経情報処理効率の対応をどう定義するか。,非平衡指標（散逸・エントロピー生成）と意識/情報処理の関係は、相関は見え始めていますが因果は未確定です。,https://doi.org/10.1103/PhysRevE.107.024121,https://doi.org/10.1016/j.tics.2024.03.009,,消費エネルギー/bit; 散逸推定誤差; 熱制約違反率,熱力学KPIの定義表を glossary.md に追加,U10 RQ2に「相関」と「因果推定」を分離した評価欄を追加します。,担当: 解析WG。前提: 介入データ取得。完了条件: 因果方向を含む検証レポート公開。,中 (理論先行、実測不足),research_deepening_round5_2026-03-01.md#u10
U10,3,理論式を実データ（神経活動・代謝）へ落とし込む観測設計をどう作るか。,理論式を実験へ落とすには、神経活動と代謝を同時に取る観測設計が必要です。,https://doi.org/10.1016/j.neubiorev.2023.105070,https://doi.org/10.3390/e26090779,,消費エネルギー/bit; 散逸推定誤差; 熱制約違反率,熱力学KPIの定義表を glossary.md に追加,U10 RQ3に「同時計測（神経活動+代謝）」の必須チェックを追加します。,担当: 実験チーム。前提: 同時計測環境導入。完了条件: 再現可能な観測プロトコル公開。,中 (理論先行、実測不足),research_deepening_round5_2026-03-01.md#u10
U10,4,WBE計算コスト評価に熱力学制約をどう統合するか。,WBE計算コストは、計算時間やメモリだけでなく、熱散逸コストを同時に見ないと過小評価になります。,https://doi.org/10.3390/e26090779,https://arxiv.org/abs/2502.03603,,消費エネルギー/bit; 散逸推定誤差; 熱制約違反率,熱力学KPIの定義表を glossary.md に追加,U10 RQ4に「計算コスト」と「熱コスト」の二層KPIを追加します。,担当: ガバナンス/実装WG。前提: コスト台帳設計。完了条件: 二層KPIでの定期評価開始。,中 (理論先行、実測不足),research_deepening_round5_2026-03-01.md#u10
U13,1,brain-to-text成功を『意味復元』と『因果再現』へ分解できるか。,brain-to-textは「意味が合う」だけでは不十分で、内部過程が保存されているかを別に見る必要があります。,https://doi.org/10.1038/s41593-023-01304-9,https://doi.org/10.1016/j.celrep.2024.114924,,模倣-因果乖離指数; リーク検出率; 反事実一貫性,模倣分離ベンチ設計草案を verification.md に追加,U13 RQ1に「意味一致指標」と「因果一致指標」を分離して記録する欄を追加します。,担当: ML評価チーム。前提: 介入付きデコード課題の設計。完了条件: 二指標での公開比較レポート。,中 (手法進展、神経デコード統合不足),research_deepening_round6_2026-03-01.md#u13
U13,2,LLMの幻覚・整合性検査を神経デコード評価へどう接続するか。,LLMの幻覚検査を使うと、神経デコード出力の「見かけの整合」をチェックできますが、因果保存の代替にはなりません。,https://arxiv.org/abs/2506.22486,https://doi.org/10.1609/aaai.v39i27.35124,,模倣-因果乖離指数; リーク検出率; 反事実一貫性,模倣分離ベンチ設計草案を verification.md に追加,U13 RQ2に「幻覚率」と「因果整合率」を同時監査する欄を追加します。,担当: ML評価チーム。前提: 幻覚判定器の導入。完了条件: 二軸監査の自動レポート化。,中 (手法進展、神経デコード統合不足),research_deepening_round6_2026-03-01.md#u13
U13,3,同一出力でも内部機構が異なるケースをどう検出するか。,同じ出力でも内部機構が違う問題には、表現分解と因果視点の評価が有効です。,https://doi.org/10.1038/s42256-020-00257-z,https://doi.org/10.1609/aaai.v39i27.35124,,模倣-因果乖離指数; リーク検出率; 反事実一貫性,模倣分離ベンチ設計草案を verification.md に追加,U13 RQ3に「shortcut兆候」チェック欄を追加します。,担当: 解析WG。前提: 介入/反事実評価基盤。完了条件: 同一出力・異機構ケースの検出率公開。,中 (手法進展、神経デコード統合不足),research_deepening_round6_2026-03-01.md#u13
U13,4,模倣性能の上限を因果評価でどこまで抑制できるか。,模倣性能の上限を抑えるには、因果評価を最終判定に組み込む必要があります。,https://doi.org/10.1609/aaai.v39i17.33998,https://doi.org/10.1016/j.knosys.2025.113565,,模倣-因果乖離指数; リーク検出率; 反事実一貫性,模倣分離ベンチ設計草案を verification.md に追加,U13 RQ4に「模倣スコア単独では合格不可」の判定ルールを追加します。,担当: 評価設計WG。前提: 因果評価KPI合意。完了条件: 統一判定規約v1公開。,中 (手法進展、神経デコード統合不足),research_deepening_round6_2026-03-01.md#u13
U13,5,視覚知覚と視覚想起で同一デコーダを使ったとき、意味復元精度の劣化パターンはどこで分岐するか。,知覚と想起で同一デコーダを使う場合、劣化の分岐点を取る比較実験が可能になってきています。,https://doi.org/10.1109/EMBC58623.2025.11251641,https://doi.org/10.1109/EMBC53108.2024.10782730,,模倣-因果乖離指数; リーク検出率; 反事実一貫性; ID衝突率; 責任追跡率,模倣分離ベンチ設計草案を verification.md に追加,U13 RQ5に「知覚条件」「想起条件」の分離比較欄を追加します。,担当: 実験チーム。前提: 同一被験者での二条件計測。完了条件: 劣化分岐点レポート公開。,中 (手法進展、神経デコード統合不足),research_deepening_round6_2026-03-01.md#u13
U13,6,プロンプト誘導・データリーク・shortcut学習を分離検出する対照実験をどう設計するか。,プロンプト誘導・データリーク・shortcut学習は、対照条件を固定しないと分離検出できません。,https://arxiv.org/abs/2506.22486,https://doi.org/10.1038/s42256-020-00257-z,,模倣-因果乖離指数; リーク検出率; 反事実一貫性; リーク検出率; 交差検証乖離,模倣分離ベンチ設計草案を verification.md に追加,U13 RQ6に「リーク検出率」「対照実験一致率」の欄を追加します。,担当: ML評価チーム。前提: 対照実験計画承認。完了条件: リーク分離検出の再現結果公開。,中 (手法進展、神経デコード統合不足),research_deepening_round6_2026-03-01.md#u13
U14,1,データ/コード/評価環境の固定粒度をどこまで要求するか。,データ/コード/環境の固定粒度を上げるほど再現性は上がりますが、運用コストも上がります。,https://doi.org/10.1016/j.jneumeth.2023.109931,https://doi.org/10.1038/s41597-024-03559-8,,再現成功率; 環境固定率; 失敗再現時間,追試失敗レジストリ雛形を issue.md に追加,U14 RQ1に「固定する最小項目（データ/コード/環境）」チェック欄を追加します。,担当: 再現性WG。前提: コンテナ運用合意。完了条件: 最小固定セットの運用承認。,中〜高 (標準化進展、失敗公開運用不足),research_deepening_round6_2026-03-01.md#u14
U14,2,探索研究と検証研究を運用上どう分離するか。,探索研究と検証研究を運用で分離するには、事前登録と報告テンプレを分ける必要があります。,https://doi.org/10.7554/eLife.85980,https://doi.org/10.1001/jama.2025.13350,,再現成功率; 環境固定率; 失敗再現時間,追試失敗レジストリ雛形を issue.md に追加,U14 RQ2に「探索」「検証」の報告テンプレ分離欄を追加します。,担当: 運用WG。前提: 事前登録運用の合意。完了条件: 二系統テンプレの正式運用。,中〜高 (標準化進展、失敗公開運用不足),research_deepening_round6_2026-03-01.md#u14
U14,3,leaderboardでのリーク・過適合・報告バイアスをどう監査するか。,leaderboard監査では、データリークと過適合を分けて計測する必要があります。,https://doi.org/10.1038/s41597-023-02614-0,https://doi.org/10.1002/epi4.12704,,再現成功率; 環境固定率; 失敗再現時間; リーク検出率; 交差検証乖離,追試失敗レジストリ雛形を issue.md に追加,U14 RQ3に「リーク検出率」「外部テスト乖離率」を追加します。,担当: ベンチ運用WG。前提: 外部評価データ確保。完了条件: 定期監査レポート公開。,中〜高 (標準化進展、失敗公開運用不足),research_deepening_round6_2026-03-01.md#u14
U14,4,Model Card / Dataset Card を評価契約へどう統合するか。,Model Card / Dataset Cardを評価契約に統合すると、再解析時の説明責任が上がります。,https://bids-specification.readthedocs.io/en/stable/,https://zenodo.org/records/18201723,,再現成功率; 環境固定率; 失敗再現時間,追試失敗レジストリ雛形を issue.md に追加,U14 RQ4に「Model Card/Dataset Card提出有無」欄を追加します。,担当: データ公開WG。前提: 提出テンプレ承認。完了条件: 全公開案件で提出100%。,中〜高 (標準化進展、失敗公開運用不足),research_deepening_round6_2026-03-01.md#u14
U14,5,再現失敗ケースを否定例レジストリとして公開し、再試行サイクルをどう運用するか。,再現失敗を否定例として蓄積しないと、同じ失敗が繰り返されます。,https://doi.org/10.1016/j.jneumeth.2023.109931,https://doi.org/10.7554/eLife.85980,,再現成功率; 環境固定率; 失敗再現時間,追試失敗レジストリ雛形を issue.md に追加,U14 RQ5に「否定例レジストリID」欄を追加します。,担当: 再現性WG。前提: 失敗公開ポリシー。完了条件: 失敗レジストリ定期更新。,中〜高 (標準化進展、失敗公開運用不足),research_deepening_round6_2026-03-01.md#u14
U14,6,コンテナ固定（OS・依存ライブラリ・乱数種）を必須化した場合、再現コスト増分をどこまで許容するか。,コンテナ固定は再現性に有効ですが、計算資源・時間コストの上限を先に決める必要があります。,https://arxiv.org/abs/2311.04912,https://doi.org/10.1038/s41597-024-03559-8,,再現成功率; 環境固定率; 失敗再現時間,追試失敗レジストリ雛形を issue.md に追加,U14 RQ6に「再現コスト上限（時間/計算）」欄を追加します。,担当: インフラWG。前提: 予算上限設定。完了条件: コスト上限付き再現運用承認。,中〜高 (標準化進展、失敗公開運用不足),research_deepening_round6_2026-03-01.md#u14
U15,1,神経データの機微性をどの法概念で扱うか（個人情報・生体情報・人格情報）。,神経データは通常の個人データより機微性が高く、法概念を明示して扱う必要があります。,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,https://doi.org/10.1016/S1474-4422(25)00124-3,,法令適合率; 停止基準発動時間; 監査証跡完全性,制度統合KPIマトリクスを proposals.md に追加,U15 RQ1に「法概念マッピング（個人/生体/神経）」欄を追加します。,担当: 法務WG。前提: 法域別定義整理。完了条件: 法概念対照表の承認。,高 (公式規格が明確、適用細則が不足),research_deepening_round6_2026-03-01.md#u15
U15,2,neurorightsを技術監査項目へどう写像するか。,neurorightsは理念だけでなく、監査項目（ログ・説明責任・停止条件）に落とす必要があります。,https://doi.org/10.1093/jhuman/huae042,https://doi.org/10.6028/NIST.AI.600-1,,法令適合率; 停止基準発動時間; 監査証跡完全性,制度統合KPIマトリクスを proposals.md に追加,U15 RQ2に「neurorights監査チェックリスト」欄を追加します。,担当: 監査WG。前提: チェック項目合意。完了条件: 監査票v1公開。,高 (公式規格が明確、適用細則が不足),research_deepening_round6_2026-03-01.md#u15
U15,3,法域差（EU/US/JP等）を跨ぐ最小共通運用をどう定義するか。,法域差を跨ぐ最小共通運用は、EU法・国際原則・条約の共通部分を先に固定するのが現実的です。,https://oecd.ai/en/ai-principles,https://book.coe.int/en/texts-of-council-of-europe-treaties/12225-council-of-europe-framework-convention-on-artificial-intelligence-and-human-rights-democracy-and-the-rule-of-law-cets-no-225.html,,法令適合率; 停止基準発動時間; 監査証跡完全性; 法域カバレッジ; 相互運用率,制度統合KPIマトリクスを proposals.md に追加,U15 RQ3に「共通要件（最低運用）」欄を追加します。,担当: ガバナンス委員会。前提: 法域比較レビュー。完了条件: 最小共通運用仕様の承認。,高 (公式規格が明確、適用細則が不足),research_deepening_round6_2026-03-01.md#u15
U15,4,技術進展に応じた停止条件・更新条件をどうガバナンス化するか。,停止条件・更新条件は、制度文書と技術KPIをひも付けて初めて運用できます。,https://www.iso.org/standard/42001,https://eur-lex.europa.eu/eli/reg/2024/1689/oj/eng,,法令適合率; 停止基準発動時間; 監査証跡完全性,制度統合KPIマトリクスを proposals.md に追加,U15 RQ4に「停止トリガーKPI」「更新トリガーKPI」を追加します。,担当: ガバナンス委員会。前提: KPI閾値の合意。完了条件: 停止/更新運用の承認。,高 (公式規格が明確、適用細則が不足),research_deepening_round6_2026-03-01.md#u15
